,index,File Name,Nb #,Genotype,phase,min slice,max slice,Daughter Asl Area,Daughter Asl Mean,Daughter Asl Mode,Daughter Asl Min,Daughter Asl Max,Daughter Asl IntDen,Daughter Asl RawIntDensity,Mother Asl Area,Mother Asl Mean,Mother Asl Mode,Mother Asl Min,Mother Asl Max,Mother Asl IntDen,Mother Asl RawIntDensity,Daughter Cnb Area,Daughter Cnb Mean,Daughter Cnb Mode,Daughter Cnb Min,Daughter Cnb Max,Daughter Cnb IntDen,Daughter Cnb RawIntDensity,Mother Cnb Area,Mother Cnb Mean,Mother Cnb Mode,Mother Cnb Min,Mother Cnb Max,Mother Cnb IntDen,Mother Cnb RawIntDensity,Daughter Asl Area background,Daughter Asl Mean background,Daughter Asl Mode background,Daughter Asl Min background,Daughter Asl Max background,Daughter Asl IntDen background,Daughter Asl RawIntDensity background,Mother Asl Area background,Mother Asl Mean background,Mother Asl Mode background,Mother Asl Min background,Mother Asl Max background,Mother Asl IntDen background,Mother Asl RawIntDensity background,Daughter Cnb Area background,Daughter Cnb Mean background,Daughter Cnb Mode background,Daughter Cnb Min background,Daughter Cnb Max background,Daughter Cnb IntDen background,Daughter Cnb RawIntDensity background,Mother Cnb Area background,Mother Cnb Mean background,Mother Cnb Mode background,Mother Cnb Min background,Mother Cnb Max background,Mother Cnb IntDen background,Mother Cnb RawIntDensity background,Sub D/M Cnb ratio,Adjusted Cnb D/M Ratio,Adjusted Asl D/M Ratio,Adjusted Daughter Asl RawIntDensity,Adjusted Daughter Cnb RawIntDensity,Adjusted Mother Cnb RawIntDensity,Adjusted Cnb D/M Ratio - Log10,Original Cnb D/M Ratio - Log10,Daughter Asl IntDensity,Daughter Asl RawIntDen,Mother Asl IntDensity,Mother Asl RawIntDen,Daughter Area,Mother Area,Daughter Cnb IntDensity,Daughter Cnb RawIntDen,Mother Cnb IntDensity,Mother Cnb RawIntDen,Integrated Density - Asl D/M,Integrated Density - Cnb D/M,Daughter Asl/Area,Mother Asl/Area,"Asl D/M, Area Adjusted",Daughter Cnb/Area,Mother Cnb/Area,"Cnb D/M, Area Adjusted",average Cnb IntDen background,Daughter Cnb IntDen / background,Mother Cnb IntDen / background,enriichment?,d/m,Daughter Cnb IntDen - background,Mother Cnb IntDen - background,enrichment?
143,175,RCS_phosCnb488_MTs568_Asl647_1515_010_SIR_ALX_Nb2_metaphase_CS1,Nb2,phospho-Cnb,metaphase,17.0,80.0,0.057,489312.791,327289.843,269695.531,826078.312,28008.264,17615260.469,0.138,558918.889,507192.418,254069.219,918679.875,77315.25,48625943.312,0.057,16383.9,10721.145,10701.03,20999.695,937.814,589820.416,0.138,13306.717,19017.713,2943.847,21273.066,1840.718,1157684.395,0.052,81537.365,60573.407,59987.52,119982.398,4278.266,2690733.051,0.138,65966.687,60413.188,52704.211,87633.383,9125.172,5739101.738,0.052,10088.053,5795.655,2687.181,21862.348,529.32,332905.751,0.138,11021.078,11539.787,1920.15,22701.812,1524.546,958833.789,1.291999291524866,0.5094829113594469,0.3622605397282416,17615260.469,589820.416,,-0.2928703781477548,-0.2928703781477548,28008.264,17615260.469,77315.25,48625943.312,0.057,0.138,937.814,937.814,1840.718,1157684.395,0.3622605372161378,0.5094827127240565,309039657.3508772,352361908.057971,0.8770518330262691,16452.877192982454,8389017.355072463,0.0019612400948287,1026.933,,,,0.5746350011245611,-89.11900000000003,813.7850000000001,Mother
144,176,RCS_phosCnb488_MTs568_Asl647_1515_010_SIR_ALX_Nb2_metaphase_CS2,Nb2,phospho-Cnb,metaphase,17.0,80.0,0.067,500937.934,406474.878,307558.938,932805.375,33452.635,21039393.219,0.127,657733.094,576632.356,275997.125,1090416.375,83663.65,52618647.5,0.067,14910.375,12440.201,6303.452,24677.812,995.715,626235.748,0.127,14366.59,11144.132,6159.102,25944.646,1827.43,1149327.198,0.06,56003.087,39608.706,39534.203,77679.797,3383.707,2128117.316,0.126,64488.889,62423.324,43423.223,89094.828,8100.449,5094622.238,0.06,10227.605,8828.656,4749.56,19354.436,617.952,388648.971,0.126,11950.472,8686.752,6988.784,19588.195,1501.099,944087.25,1.1576068470356782,0.5448715988708378,0.3998467124986441,21039393.219,626235.748,,-0.2637058288643489,-0.2637058288643489,33452.635,21039393.219,83663.65,52618647.5,0.067,0.127,995.715,995.715,1827.43,1149327.198,0.3998467076203346,0.5448717597938088,314020794.3134328,414320059.0551181,0.7579183953332508,14861.41791044776,9049820.456692914,0.001642178204702,1059.5255,,,,0.5971836212604587,-63.810499999999934,767.9045000000001,Mother
145,177,RCS_phosCnb488_MTs568_Asl647_1515_010_SIR_ALX_Nb3_prometaphase,Nb3,phospho-Cnb,prometaphase,28.0,70.0,0.058,438658.823,346509.192,272079.969,664943.5,25266.748,15791717.625,0.182,603219.329,506951.637,243452.656,957270.0,110027.206,68767003.562,0.058,9674.132,4563.117,3790.973,17423.312,557.23,348268.767,0.182,10518.288,9433.815,3915.942,19353.924,1918.536,1199084.813,0.056,42891.753,38661.929,33511.238,55672.191,2401.938,1501211.34,0.182,46534.304,38710.879,31820.416,61466.777,8487.857,5304910.682,0.056,6245.307,6412.53,1986.82,10537.626,349.737,218585.746,0.182,7005.76,3834.707,2177.131,11932.062,1277.851,798656.635,0.3238611798309622,0.2904454824414492,0.2296409150758221,15791717.625,348268.767,,-0.536935374106011,-0.536935374106011,25266.748,15791717.625,110027.206,68767003.562,0.058,0.182,557.23,557.23,1918.536,1199084.813,0.2296409126302816,0.2904454229683467,272270993.5344827,377840678.912088,0.7205973542034416,9607.413793103447,6588378.093406594,0.0014582365579046,813.7940000000001,,,,0.43689970894473706,-256.5640000000001,1104.742,Mother
146,178,RCS_phosCnb488_MTs568_Asl647_1515_010_SIR_ALX_Nb4_anaphase,Nb4,phospho-Cnb,anaphase,19.0,59.0,0.082,338567.945,306895.616,177312.891,569894.875,27627.144,17266965.172,0.112,382371.347,324608.49,146231.375,538201.688,42825.591,26765994.281,0.082,11228.904,7841.446,3070.815,18829.285,916.279,572674.091,0.112,9139.139,5743.046,2989.198,15466.812,1023.584,639739.725,0.082,31164.41,29761.692,21806.023,41110.773,2543.016,1589384.898,0.112,37530.908,23301.14,14669.341,112880.031,4203.462,2627163.563,0.082,6132.167,5843.598,1590.518,11625.435,500.385,312740.497,0.112,6179.131,3648.341,1735.292,13827.647,692.063,432539.139,1.254502731350352,0.8951673135508351,0.6451083038696253,17266965.172,572674.091,,-0.0480957841692424,-0.0480957841692424,27627.144,17266965.172,42825.591,26765994.281,0.082,0.112,916.279,916.279,1023.584,639739.725,0.645108295177993,0.8951673726826523,210572746.0,238982091.79464284,0.8811235369926589,11174.134146341465,5711961.830357143,0.0019562690504958,596.2239999999999,,,,0.7379438287157591,320.05500000000006,427.36,Mother
147,179,RCS_phosCnb488_MTs568_Asl647_1515_012_SIR_ALX_Nb1_anaphase,Nb1,phospho-Cnb,anaphase,1.0,50.0,0.072,418290.719,246695.218,225721.797,623440.0,30116.932,18823082.375,0.118,440853.239,281791.845,134114.625,803236.188,52197.023,32623139.672,0.072,17797.579,9638.007,7881.617,28794.912,1281.426,800891.056,0.118,21466.331,10132.068,9260.78,43576.109,2541.614,1588508.482,0.072,56259.944,50155.601,44014.547,75774.344,4050.716,2531697.496,0.118,48489.278,42344.764,29673.299,90306.852,5741.131,3588206.592,0.072,11064.343,12859.202,4629.857,17436.619,796.633,497895.418,0.118,10684.22,9515.591,4110.817,17351.219,1265.012,790632.276,0.3797526558786527,0.5041780167214744,0.576985617088094,18823082.375,800891.056,,-0.2974160944483366,-0.2974160944483366,30116.932,18823082.375,52197.023,32623139.672,0.072,0.118,1281.426,1281.426,2541.614,1588508.482,0.5769856261725884,0.5041780537878686,261431699.6527778,276467285.3559322,0.9456153168943764,17797.583333333332,13461936.288135594,0.0013220671196474,1030.8225,,,,0.14844499605564165,250.60349999999994,1510.7915,Mother
148,180,RCS_phosCnb488_MTs568_Asl647_1515_013_SIR_ALX_Nb3_prometaphase_CS1,Nb3,phospho-Cnb,prometaphase,1.0,45.0,0.038,338480.5,256779.402,211977.844,502337.312,12916.416,8123532.0,0.107,458584.698,491458.175,218369.547,719521.438,48853.028,30725174.781,0.038,18530.674,14949.132,7372.096,37918.887,707.131,444736.165,0.107,23695.091,12365.486,7372.096,55610.129,2524.238,1587571.083,0.038,51807.052,38882.898,38833.742,64001.609,1976.957,1243369.258,0.105,39048.813,37728.409,26885.203,62246.484,4097.782,2577221.684,0.038,10894.557,8657.692,3525.519,16598.516,415.736,261469.368,0.105,9685.236,8043.021,4376.354,16183.483,1016.369,639225.551,0.1932495462138952,0.2801362217807541,0.2643933535904074,8123532.0,444736.165,,-0.5526307330098708,-0.5526307330098708,12916.416,8123532.0,48853.028,30725174.781,0.038,0.107,707.131,707.131,2524.238,1587571.083,0.2643933555152405,0.2801364213675573,213777157.8947369,287151166.1775701,0.7444760219519365,18608.71052631579,14837112.925233644,0.0012542002355908,716.0525,,,,0.29218087795207903,-8.921500000000037,1808.1854999999998,Mother
149,181,RCS_phosCnb488_MTs568_Asl647_1515_013_SIR_ALX_Nb3_prometaphase_CS2,Nb3,phospho-Cnb,prometaphase,1.0,45.0,0.033,352855.174,142782.833,142021.078,532039.75,11781.834,7409958.656,0.089,311380.674,263607.483,187585.312,532039.75,27725.335,17437317.719,0.033,20923.626,21430.037,13664.571,27142.262,698.64,439396.155,0.089,15450.273,13661.397,8690.79,24900.666,1375.692,865215.309,0.033,29035.584,23381.102,23357.592,35394.93,969.498,609747.258,0.089,30773.265,20674.774,20617.191,50099.703,2740.052,1723302.852,0.033,8887.595,6473.209,3732.196,16375.425,296.757,186639.499,0.089,9838.384,7018.859,3046.81,20136.633,876.01,550949.52,0.8042775205030399,0.5078460244859121,0.4249483077277408,7409958.656,439396.155,,-0.2942679429374762,-0.2942679429374762,11781.834,7409958.656,27725.335,17437317.719,0.033,0.089,698.64,698.64,1375.692,865215.309,0.4249483008951921,0.5078462330230895,224544201.6969697,195924918.19101125,1.146072708720271,21170.90909090909,9721520.325842695,0.002177736442584,586.3835,,,,0.12266801899315431,112.25649999999996,789.3085,Mother
150,182,RCS_phosCnb488_MTs568_Asl647_1515_013_SIR_ALX_Nb4_metaphase,Nb4,phospho-Cnb,metaphase,1.0,42.0,0.072,388508.857,218177.505,169151.141,886336.812,27797.809,17482898.562,0.107,531866.971,549642.915,176924.156,886336.812,56659.788,35635087.078,0.072,18437.773,10574.106,6464.556,79019.375,1319.223,829699.792,0.107,24378.112,15271.292,6326.683,79019.375,2597.0,1633333.52,0.072,56643.745,25073.466,18364.76,111198.75,4052.86,2548968.508,0.107,38712.159,35926.713,27256.658,56270.176,4124.006,2593714.633,0.072,9374.235,9737.538,2794.381,16957.314,670.727,421840.589,0.107,8720.906,11276.144,4207.416,14123.002,929.038,584300.689,0.3887954281932082,0.5079794064350066,0.4906091157777301,17482898.562,829699.792,,-0.2941538937257772,-0.2941538937257772,27797.809,17482898.562,56659.788,35635087.078,0.072,0.107,1319.223,1319.223,2597.0,1633333.52,0.4906091247641096,0.5079795918367347,242818035.5833333,333038196.99065423,0.7290996581696824,18322.541666666668,15264799.25233645,0.0012003133066988,799.8824999999999,,,,0.27936278348512616,519.3405,1797.1175,Mother
151,183,RCS_phosCnb488_MTs568_Asl647_1515_013_SIR_ALX_Nb5_metaphase,Nb5,phospho-Cnb,metaphase,22.0,67.0,0.091,461395.117,277819.642,276972.562,710677.312,42079.235,26299521.688,0.142,438408.599,387280.889,216411.734,710677.312,62429.385,39018365.312,0.091,11591.732,8297.704,3936.336,18159.395,1057.166,660728.707,0.142,10315.65,5343.519,3508.613,17962.029,1468.949,918092.844,0.091,72060.683,59648.483,58377.051,96669.586,6571.934,4107458.949,0.139,39620.874,28192.095,21462.191,66211.68,5515.226,3447016.025,0.091,7668.216,7140.601,2741.456,14411.726,699.341,437088.286,0.139,7766.009,8794.64,2678.473,12196.642,1081.028,675642.775,0.9224171931913968,0.7196752608606544,0.6740293058846227,26299521.688,660728.707,,-0.1428634261111296,-0.1428634261111296,42079.235,26299521.688,62429.385,39018365.312,0.091,0.142,1057.166,1057.166,1468.949,918092.844,0.6740293052702665,0.7196750874264525,289005732.83516484,274777220.5070423,1.0517819937979829,11617.20879120879,6465442.563380282,0.0017968157132827,890.1845000000001,,,,0.25409598230145547,166.98149999999987,578.7645,Mother
152,184,RCS_phosCnb488_MTs568_Asl647_1515_013_SIR_ALX_Nb6_anaphase,Nb6,phospho-Cnb,anaphase,33.0,70.0,0.058,98123.037,77049.763,59730.004,139619.344,5651.887,3532429.34,0.125,129248.345,90986.177,82298.094,181149.172,16130.193,10081370.93,0.058,8203.008,3868.404,3849.207,13678.391,472.493,295308.292,0.125,6348.522,6938.228,340.625,13382.99,792.295,495184.681,0.058,13124.403,11081.572,10362.279,17310.92,755.966,472478.515,0.125,15927.881,12679.931,11050.025,22481.691,1987.8,1242374.741,0.058,4567.092,1398.026,1381.478,9854.337,263.065,164415.325,0.125,4548.642,2939.08,1279.619,8541.536,567.671,354794.109,0.9323491701688158,0.5963599104149185,0.3503917636328852,3532429.34,295308.292,,-0.2244915591673593,-0.2244915591673593,5651.887,3532429.34,16130.193,10081370.93,0.058,0.125,472.493,472.493,792.295,495184.681,0.3503917777053256,0.5963599416883862,60903954.13793103,80650967.44,0.7551546630019077,8146.431034482758,3961477.448,0.0020564123212655,415.36800000000005,,,,0.12254631406455607,57.12499999999994,376.9269999999999,Mother
